generic_name,cell_line,replicate,GR_AOC,GRmax,GEC50,GR50
A-1210477,HCC1806,3,0.00822015334094697,1.0341065681136898,0.0,100.0
A-1210477,HCC1806,4,3.389201592717689e-05,0.818468975227278,0.0,100.0
A-1210477,HCC1937,1,-0.006360982951628492,0.732016535661495,13.92379171448644,11.746141632322942
A-1210477,HCC1937,2,0.0021980599183567366,0.8370776628991659,4.333047806371632,100.0
A-1210477,HCC1937,3,0.010455286507690554,0.8855208092380121,0.0,100.0
A-1210477,HCC1937,4,-0.04448744251257369,0.8962106709484179,0.0,100.0
A-1210477,HCC1937,5,0.11574050232082281,0.439653713952779,17.969926059320144,8.998864494169906
A-1210477,HCC1937,6,0.02653899088746799,0.569873387229809,3.8033112826803164,100.0
A-1210477,HCC1937,7,-0.005533594128542516,0.6482015875038051,13.619671365403091,10.933076262524771
A-1210477,HCC1937,8,-0.05090568915937189,0.7830229215490121,0.0,100.0
A-1210477,HCC1954,1,-0.06717705923148813,0.8309996709700771,0.0,100.0
A-1210477,HCC1954,2,-0.07659118809356556,0.8600682020647041,0.0,100.0
A-1210477,HCC1954,3,-0.0926984386412032,0.864719729148491,0.0,100.0
A-1210477,HCC1954,4,-0.01841212679796101,0.897810329310137,0.0,100.0
A-1210477,HCC1954,5,0.05683937172667341,0.778141371565296,1.6317488034807854,100.0
A-1210477,HCC1954,6,0.014418913398806098,0.8125018656765329,0.0,100.0
A-1210477,HCC1954,7,-0.015992507306253186,1.08316667370643,0.0,100.0
A-1210477,HCC1954,8,-0.08149990018165357,0.948034553936712,0.0,100.0
A-1210477,HCC202,1,0.0664132718514376,0.6681433308505562,0.0,100.0
A-1210477,HCC202,2,-0.01624372413544455,0.8085691316457482,15.39797062950551,12.711299422266777
A-1210477,HCC202,3,-0.06530720515429705,0.9993658119015212,0.0,100.0
A-1210477,HCC38,1,-0.0017964118920799086,0.816037327638625,6.612290848312672,100.0
A-1210477,HCC38,2,-0.025765833561515905,0.937040348343723,0.0,100.0
A-1210477,HCC38,3,0.06051869843408557,0.894509655502107,0.0,100.0
A-1210477,HCC38,4,0.027390556638043108,0.9005166591885451,1000.0,30206.109868227082
A-1210477,HCC70,1,0.044068548024535616,0.8193942787520501,0.0,100.0
A-1210477,HCC70,2,0.023691123123389366,0.8003902394266998,0.0,100.0
A-1210477,HCC70,3,-0.009732321739201279,0.936411645642395,0.0,100.0
A-1210477,HCC70,4,-0.05068510656376897,1.04059109064211,0.0,100.0
A-1210477,HS578T,1,0.051126085680548335,0.842889644074871,0.0,100.0
A-1210477,HS578T,2,0.055091802897926326,0.925141375875927,0.0,100.0
A-1210477,HS578T,3,-0.10249695106668309,1.06862641848874,0.0,100.0
A-1210477,HS578T,4,-0.035449663480384266,0.930971044978379,0.0,100.0
A-1210477,HTERT_HME1,1,0.289513236775435,-0.372244227409877,1.225418143716187,1.0471366668815782
A-1210477,HTERT_HME1,2,0.2671766748223064,-0.368647625771738,1.1933517070622217,1.0360836366975334
A-1210477,HTERT_HME1,3,0.3639072699255253,-0.468094410978204,1.00455916601977,0.7484415212099027
A-1210477,HTERT_HME1,4,0.43340453359953995,-0.479722678822916,1.005191558436806,0.673520288129228
A-1210477,MCF10A,1,-0.018729240467359822,0.964712843631782,0.0,100.0
A-1210477,MCF10A,2,-0.022646159677848887,0.964660591913883,0.0,100.0
A-1210477,MCF10A,3,0.00975309000608767,0.940170407870491,4.03805306772966,100.0
A-1210477,MCF10A,4,0.04053985933458916,0.869684757613695,1.2463265129882515,100.0
A-1210477,MCF10A,5,0.011219968081317614,0.9245555595765832,143.39152877040607,58.274050278740695
A-1210477,MCF10A,6,0.006728652497825068,0.948219413909375,60.2848635178899,117.61154876477661
A-1210477,MCF10A,7,-0.002874476792499412,0.9688233906000708,18.88964214114623,21.21853452836626
A-1210477,MCF10A,8,-0.009902486669385266,0.996036393262024,0.0,100.0
A-1210477,MCF12A,1,0.04780488020595471,0.9178496995337336,0.0,100.0
A-1210477,MCF12A,2,-0.05456066672540168,0.9932196008331244,0.0,100.0
A-1210477,MCF12A,3,-0.024124594694593618,0.8853682705306547,0.0,100.0
A-1210477,MCF12A,4,-0.03520825564229373,0.9733303693761668,0.0,100.0
A-1210477,MCF7,1,-0.01956037595128421,0.85613483394676,0.0,100.0
A-1210477,MCF7,2,0.01530501191684825,0.8174026135149771,15.393906724967467,14.059861116138972
A-1210477,MCF7,3,0.017798049193963505,0.914767902310782,0.0,100.0
A-1210477,MCF7,4,-0.014478638801654701,0.916068889980741,0.0,100.0
A-1210477,MDAMB157,1,0.007272408876716015,0.6622580069192939,13.065436187545345,12.177666993166081
A-1210477,MDAMB157,2,0.005692176964699883,0.743156572063413,33.25210945602559,16.725215467294337
A-1210477,MDAMB157,3,1.113362559198184e-05,0.8285734411327271,0.0,100.0
A-1210477,MDAMB157,4,0.009960955561039132,0.91963821104997,0.0,100.0
A-1210477,MDAMB175VII,1,-0.17908105484834858,0.8628772385272934,0.0,100.0
A-1210477,MDAMB175VII,2,0.10382680976720952,0.5215762752230744,0.0,100.0
A-1210477,MDAMB175VII,3,0.04188385794807109,0.6372956244674612,0.0,100.0
A-1210477,MDAMB175VII,4,0.14171042800629946,0.282730631591978,11.233555459887652,9.017675780159754
A-1210477,MDAMB231,1,0.04193783719535507,1.01312433981086,0.0,100.0
A-1210477,MDAMB231,2,0.04972692823937499,0.9523850105945442,0.0,100.0
A-1210477,MDAMB231,3,0.04313316352527073,0.945031234583688,0.0,100.0
A-1210477,MDAMB231,4,0.07262158039576776,0.866874768857432,0.004589660071767394,100.0
A-1210477,MDAMB330,1,0.2674223254931052,0.6580344765908057,0.0,100.0
A-1210477,MDAMB330,2,-0.06104939451445727,0.9644328814092338,0.0,100.0
A-1210477,MDAMB330,3,0.1185210690768932,0.7488745196176314,0.0,100.0
A-1210477,MDAMB330,4,-0.13341692259082427,0.9799127557420646,0.0,100.0
A-1210477,MDAMB361,1,-0.009072318741215826,0.8827200673251291,0.0,100.0
A-1210477,MDAMB361,2,0.0020222508039442443,1.01198712200139,0.0,100.0
A-1210477,MDAMB361,3,-0.06763173935192913,0.968133910185932,0.0,100.0
A-1210477,MDAMB361,4,0.005938744823344284,0.869649562495215,0.0,100.0
A-1210477,MDAMB415,1,0.036462125678185034,0.8088574914509865,1.0017467701502378,100.0
A-1210477,MDAMB415,2,0.267385821784471,0.6838856707257415,0.0,100.0
A-1210477,MDAMB415,3,-0.20677935827454472,0.995602763034874,0.0,100.0
A-1210477,MDAMB415,4,-0.056724076178946176,0.9324710595293444,0.0,100.0
A-1210477,MDAMB436,1,-0.019460619289365294,0.8638008351907809,0.0,100.0
A-1210477,MDAMB436,2,-0.004830789295208453,0.862107915831703,0.0,100.0
A-1210477,MDAMB436,3,0.03900793690572743,0.8426743073230291,0.0,100.0
A-1210477,MDAMB436,4,0.04146064839836677,0.9225660031421692,0.0,100.0
A-1210477,MDAMB453,1,-0.03945554977637765,1.00535704086631,0.0,100.0
A-1210477,MDAMB453,2,-0.087222668104837,0.8440500672990541,0.0,100.0
A-1210477,MDAMB453,3,-0.05244803948915451,0.8127847653555921,0.0,100.0
A-1210477,MDAMB453,4,-0.12323711538755286,1.0404873022672,0.0,100.0
A-1210477,MDAMB468,1,0.023118787548343966,0.860828864343291,65.38227282149244,29.597747468045903
A-1210477,MDAMB468,2,-0.007020205504587188,0.9664455570510558,0.0,100.0
A-1210477,MDAMB468,3,0.045781988354062594,0.91966997372446,0.0,100.0
A-1210477,MGH312,1,0.0841614801241234,0.787480133002251,0.0,100.0
A-1210477,MGH312,2,-0.30363625071757877,0.7835132593834724,0.0,100.0
A-1210477,MGH312,3,-0.08898069489302438,0.8716303725038399,0.0,100.0
A-1210477,MGH312,4,-0.18311950513064185,0.659290748717422,0.0,100.0
A-1210477,PDX1258,1,-0.01020082086764448,0.7657592197757579,15.03344705719603,12.057506298520781
A-1210477,PDX1258,2,-0.044458977103978954,0.902384208139386,0.0,100.0
A-1210477,PDX1258,3,0.03479510541805763,0.8866863795662421,0.0,100.0
A-1210477,PDX1258,4,0.006366170486799261,0.987981623159499,0.0,100.0
A-1210477,PDX1328,1,0.04245320308028188,0.750185960192665,3.197887234109211,100.0
A-1210477,PDX1328,2,0.05868821574679924,0.668570034444713,4.20040185026062,100.0
A-1210477,PDX1328,3,-0.034950826972270296,0.7024805987212903,0.0,100.0
A-1210477,PDX1328,4,-0.028646814592146616,0.9954802314973892,0.0,100.0
A-1210477,PDX1328,5,-0.016507060670711626,0.8357085105478146,0.0,100.0
A-1210477,PDX1328,6,-0.08179818428238131,0.915615902819338,0.0,100.0
A-1210477,PDX1328,7,-0.06313677272744109,0.8171629071760549,0.0,100.0
A-1210477,PDX1328,8,-0.005049275155442873,0.9893873174967208,0.0,100.0
A-1210477,PDX1328,9,-0.14195128691853184,0.9524849292818752,0.0,100.0
A-1210477,PDX1328,10,-0.046255299624010426,0.9378390331720268,0.0,100.0
A-1210477,PDXHCI002,1,-0.11117879660324584,0.932778806834973,0.0,100.0
A-1210477,PDXHCI002,2,-0.1468578058160293,1.10658607818158,0.0,100.0
A-1210477,PDXHCI002,3,0.0474399443638481,0.8851899809393391,0.0,100.0
A-1210477,PDXHCI002,4,0.010406343419753902,0.8790211653393879,0.0,100.0
A-1210477,SKBR3,1,0.0852144707782756,0.427236343070467,12.964861455645027,9.533469174475941
A-1210477,SKBR3,2,-0.00404263611368972,0.467715825836278,6.71413498251608,9.176270458901053
A-1210477,SKBR3,3,0.0008588951782713614,0.890878104297162,0.0,100.0
A-1210477,SKBR3,4,0.073723160729463,0.724080173148983,0.0,100.0
